Track,Artist,Album_Name,Release_Date,Spotify_Streams,Spotify_Popularity,YouTube_Views,TikTok_Likes,Shazam_Counts
Girls Need Love (with Drake) - Remix,Summer Walker,Last Day Of Summer,2018-10-19,"625,999,943",73.0,Unknown,"51,219,101","3,138,768"
Ball If I Want To,DaBaby,Ball If I Want To,2021-06-18,"216,934,691",60.0,"70,627,607","133,687,791","603,507"
P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,P*$$Y Fairy (OTW),2020-01-17,"188,774,618",63.0,"175,882,087","13,089,939",Unknown
dangerous,21 Savage,dangerous,2024-01-10,"47,098,347",0.0,"1,767,046",Unknown,"85,831"
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,Un Verano Sin Ti,2022-05-06,"348,372,811",69.0,"106,600,063","16,462,263","400,999"
Olha a Explosï¿½,MC Kevinho,O Melhor do Brasil,2018-06-14,Unknown,0.0,"1,295,405,860",Unknown,Unknown
Bellaquita,Dalex,Bellaquita,2019-09-06,"207,093,355",55.0,"683,691,095","52,979,754","361,062"
Limbo,Daddy Yankee,Prestige,2012-01-01,"508,914,869",70.0,"1,529,347,092","8,937,199","5,615,561"
Ah-Bop,Gene Ess,Ah-Bop,2022-10-07,Unknown,0.0,"359,775,065",Unknown,Unknown
Tu Perfume,Banda MS de Sergio Lizï¿½ï¿½r,Tu Perfume,2024-02-14,"18,946,480",0.0,"48,584,653",Unknown,"124,485"
Chamkeela Angeelesi,Santhosh Narayanan,"Chamkeela Angeelesi (From ""Dasara"") (Telugu)",2023-03-08,"40,358,575",55.0,"244,162,762",Unknown,"34,515"
Hayloft II,Mother Mother,Inside (Deluxe),2022-01-28,"216,252,006",70.0,"164,171,809","345,600","565,511"
Tormenta (feat. Bad Bunny),Gorillaz,Cracker Island,2023-02-24,"197,096,592",62.0,"33,253,817","23,983,331","509,357"
DJ Got Us Fallin' In Love,USHER,Europa FM Presenta Europa Baila,2010-01-01,"841,183,589",76.0,"485,860,020","7,733,399","6,644,459"
DIE,Gazo,KMT,2022-07-01,"168,211,673",62.0,"112,307,349","66,718,830","874,725"
You and Me,Shubh,Leo,2024-01-05,"52,919,662",67.0,"58,026,963",Unknown,"161,254"
Please Don't Fall In Love With Me,Khalid,Please Don't Fall In Love With Me,2024-04-05,"32,679,509",0.0,"5,253,434",Unknown,"83,997"
Aullando,Wisin & Yandel,"Los Campeones del Pueblo ""The Big Leagues""",2018-12-14,"407,025,386",62.0,"742,853,552","1,175,713","1,862,363"
El Incomprendido,Farruko,El Incomprendido,2021-09-30,"186,233,910",55.0,"114,487,705","5,919,470","2,989,432"
23,Mike WiLL Made-It,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",2013-01-01,"339,514,083",63.0,"1,077,541,932","18,838,361","4,621,402"
Guay,Ozuna,Guay,2024-04-18,"25,134,764",73.0,"7,120,990",412,"104,141"
Poesia Acï¿½ï¿½stica #6: Era uma,Pineapple StormTv,Poesia Acï¿½ï¿½stica #6: Era uma,2018-12-24,"290,101,322",66.0,"895,286,211",Unknown,"305,405"
Swang,Rae Sremmurd,SremmLife 2 (Deluxe),2016-08-12,"658,051,344",66.0,"502,542,395","28,258,632","3,394,835"
Broke Boys,Drake,Her Loss,2022-11-04,"143,220,845",61.0,"17,892,665","2,306,269","333,934"
SMOKE IT OFF!,Lumi Athena,SMOKE IT OFF!,2022-11-22,"185,817,317",69.0,"115,720,244","30,612,777","675,371"
Night Bus,KIDS,Night Bus,2022-12-09,"5,316",0.0,"307,185,270",Unknown,3
What They Want,Russ,What They Want,2016-07-28,"569,767,392",68.0,"468,513,022","137,326,889","3,181,996"
All of Me - Radio Edit,John Legend,"ýý3 Greatest Hits, Vol. 66",2014-06-27,"2,379,787,239",20.0,"11,365,291",Unknown,Unknown
Corazï¿½ï¿½n F,Jasiel Nuï¿½ï,Corazï¿½ï¿½n Frï¿½ï¿½o ,2023-10-12,"79,485,128",0.0,"53,649,480","2,005,258","399,160"
Take Care,Drake,Take Care (Deluxe),2011-11-15,"622,498,643",70.0,"454,602,464","11,732,654","5,506,262"
A Sky Full of Stars,Coldplay,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,2014-01-01,"1,490,987,063",81.0,"395,515,510","157,727,782",Unknown
Smack That - Dirty,Akon,Smack That (feat. Eminem),2006-01-01,"1,023,825,031",80.0,"1,251,716,030","279,003","5,885,853"
Ramen & OJ,Joyner Lucas,Ramen & OJ,2021-04-30,"260,117,606",63.0,"104,323,081","1,200,633","1,320,861"
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Ozuna,Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,2022-08-19,"49,549,021",33.0,"119,899,690","183,128,923","1,090,933"
MEGAVERSE,Stray Kids,ROCK-STAR,2023-11-10,"71,016,852",0.0,"68,206,031","1,691,624","120,216"
Come See Me,Rod Wave,Come See Me - Single,2023-09-01,"28,876,525",0.0,"22,591,925","3,568,216","102,901"
Cool With You,NewJeans,NewJeans 2nd EP 'Get Up',2023-07-21,"165,916,276",70.0,"52,705,822","13,217,486","139,260"
Dark Matter,Pearl Jam,Dark Matter,2024-02-13,"11,776,885",0.0,"1,925,268",Unknown,"154,162"
Shameless,Camila Cabello,Shameless,2019-09-05,"524,463,179",76.0,"297,234,963","142,205,855","4,462,173"
New Freezer (feat. Kendrick Lamar),Rich The Kid,New Freezer (feat. Kendrick Lamar),2017-09-25,"317,302,250",54.0,"113,727,264","44,327,209","2,007,712"
GTA.mp3,Emilia,GTA.mp3,2023-09-07,"103,722,826",0.0,"55,495,034","8,610,012","105,207"
Dembow,Danny Ocean,Dembow,2017-12-08,"579,189,526",65.0,"828,853,696","21,202,350","1,619,550"
WAKE UP!,MoonDeity,WAKE UP!,2022-08-05,"152,307,497",67.0,"154,243,444","13,109,944","1,106,286"
ECHOES: Cala Boca Menino,Fire! Orchestra,Echoes,2023-04-14,"11,960",2.0,"234,911,523",Unknown,Unknown
Fast,Juice WRLD,Death Race For Love (Bonus Track Version),2019-03-08,"392,674,468",62.0,"119,252,275","6,752,332","780,444"
Come and See Me (feat. Drake),PARTYNEXTDOOR,Come and See Me (feat. Drake),2016-03-23,"609,032,900",66.0,"176,053,242","6,397,249","2,529,532"
Myself,Bazzi,COSMIC,2018-04-12,"279,105,227",59.0,"138,981,651","375,872,882","2,446,779"
Muï¿½ï¿½,TINI,Muï¿½ï¿½ecas - Si,2023-01-12,"162,551,255",57.0,"159,174,916",Unknown,Unknown
"BESAME (feat. Tiago PZK, Khea & Neo Pistea) - Remix",Bhavi,"BESAME (feat. Tiago PZK, Khea & Neo Pistea) [Remix]",2024-04-16,"66,225,764",78.0,Unknown,Unknown,"103,512"
LOCO,ITZY,CRAZY IN LOVE,2021-09-24,"259,023,338",63.0,"381,462,973","161,181,653",Unknown
Life's A Mess (feat. Halsey),Juice WRLD,Life's A Mess (feat. Halsey),2020-07-06,"319,737,440",61.0,"108,796,209","1,394,175","375,289"
Have Mercy,Chlï¿½,Have Mercy,2021-09-10,"202,781,631",60.0,"1,271,445","323,827,842","1,690,643"
Cake By The Ocean - Cover,epi records,FOLIAGE PLANT selected by KIKO,2023-02-16,"1,614,203,949",0.0,Unknown,Unknown,Unknown
Bad Decisions (with BTS & Snoop Dogg),benny blanco,Bad Decisions (with BTS & Snoop Dogg),2022-08-05,"259,730,016",62.0,"102,357,127","98,491,449","858,779"
Yebbaï¿½ï¿½ï¿½s Hear,Drake,Certified Lover Boy,2021-09-03,"349,849,639",71.0,"59,701,089","61,939,371","1,419,180"
Drums (Feat. Kim Petras),James Hype,Drums (Feat. Kim Petras),2023-10-06,"48,573,000",0.0,"10,575,780","184,636","773,165"
El Avioncito,Giblack,El Avioncito,2021-10-28,"11,569,095",41.0,"134,929,794","382,042,979","226,882"
Handle On You,Parker McCollum,Handle On You,2022-08-05,"103,858,433",63.0,"23,571,548","2,180,810","481,957"
"Non, je ne regrette rien",ýýdith Piaf,Edith Piaf Essentials : The Greatest Hits of the Most Popular French Singer,2024-05-07,"168,750,749",19.0,Unknown,Unknown,Unknown
Montagem - Pr Funk,BARATO NATION,Montagem - Pr Funk - Single,2023-12-27,"332,936,854",0.0,Unknown,Unknown,Unknown
Tunnel Vision,Kodak Black,Tunnel Vision,2017-02-17,"654,828,389",68.0,"97,450,066","10,413,135","3,010,996"
White Tee (with NO1-NOAH),Summer Walker,Life On Earth - EP,2020-07-10,"277,094,824",63.0,"118,824,965","71,831,644","3,474,234"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,TaitosmitH,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý - Single,2024-03-26,"2,759,335",0.0,"40,796,081",Unknown,"17,660"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,2023-10-05,"3,872",0.0,Unknown,"4,413,567",146
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,Chris Jedi,La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,2022-05-20,"411,006,233",67.0,"6,186,421",Unknown,"1,029,664"
Too Easy,Gunna,Too Easy,2021-09-24,"133,039,977",54.0,"21,842,375","29,171,201","216,542"
Walking On A Dream,Empire Of The Sun,Walking On A Dream,2008-01-01,"923,637,058",74.0,"326,484,288","158,541,861","9,554,869"
Take Two,BTS,Take Two,2023-06-09,"259,288,333",69.0,"40,948,018","93,022,348","320,367"
Water (Remix),Tyla,Water (Remix) - Single,2023-11-17,"51,588,608",0.0,Unknown,"1,366,281","274,717"
You Know You Like It,DJ Snake,You Know You Like It,2014-10-14,"506,083,686",65.0,"191,257,884","8,081,963","14,034,296"
Bom Diggy,Zack Knight,Bom Diggy - Single,2017-08-24,"55,362,558",46.0,"1,292,844,409","3,354,781","480,815"
Mati-Matian,Mahalini,Mati-Matian - Single,2024-03-29,"52,510,463",76.0,"27,329,009",Unknown,"12,270"
Live Another Day,Kordhell,Phonkageddon,2021-08-27,"283,108,875",66.0,"147,447,678","93,038,797","1,365,064"
Ana Ghaltan,Bahaa Sultan,Cigara,2021-12-27,"8,316,794",47.0,Unknown,"15,714","8,447"
Sexo Virtual,Rauw Alejandro,VICE VERSA,2021-06-25,"293,361,823",66.0,"141,862,016","156,741,590","717,742"
"Nï¿½ï¿½o, Nï¿½",Mari Fernandez,Piseiro Sofrï¿½ï¿½,2021-04-29,"158,404,124",51.0,"156,298,379","89,218,584",Unknown
ýý ýýýýýýýý ýýýýýýýýýý,Moreart,ýý ýýýýýýýý ýýýýýýýýýý,2020-12-04,"60,358,583",50.0,"43,371,351","650,159,397","3,413,948"
Chasin' You,Morgan Wallen,If I Know Me,2018-04-27,"609,984,789",74.0,"255,780,709","18,502,723","1,494,580"
Ali Cabbar,Emir Can ï¿½ï¿½ï,Parti ï¿½ï¿½,2023-06-02,"63,442,980",58.0,"127,252,829","3,171,710","224,773"
Clouds,BUNT.,Clouds - Single,2023-01-12,"149,986,283",63.0,"9,500,978","686,653","668,816"
Let Your Boys Be Country,Jason Aldean,Let Your Boys Be Country,2023-08-25,"21,485,335",1.0,"5,878,965","786,980","92,321"
Spin You Around (1/24),Morgan Wallen,Spin You Around (1/24),2024-01-26,"77,564,567",0.0,Unknown,Unknown,"115,609"
Solo Me Dejaste,Grupo Marca Registrada,Solo Me Dejaste,2022-07-08,"175,374,235",66.0,"236,220,298","18,078,777","460,868"
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),2015-01-09,"1,060,255,231",71.0,"950,074,212","19,939,783","8,460,234"
"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,"Don't Give Up On Me (From ""Five Feet Apart"")",2019-02-13,"509,011,250",67.0,"220,773,540","94,397,647","3,377,256"
Jingle Bell Rock,Bobby Helms,"Essential Classics, Vol. 141: Bobby Helms",2023-11-03,"964,357,785",0.0,Unknown,Unknown,Unknown
Talk Dirty (feat. 2 Chainz),Jason Derulo,VTM Kzoom Hits Best Of 2013,2013-01-01,"718,634,962",65.0,"88,651,556","63,662,766","14,696,611"
Nail Tech,Jack Harlow,Nail Tech,2022-02-18,"224,376,030",56.0,"67,524,036","15,485,348","581,658"
Lahore,Guru Randhawa,Kultural Inkursions,2018-07-27,"77,999",0.0,"1,174,983,850",433,Unknown
The Summoning,Sleep Token,The Summoning - Single,2023-01-06,"135,976,140",69.0,"37,952,419","1,344,946","390,413"
TROLLZ (with Nicki Minaj),6ix9ine,TROLLZ (with Nicki Minaj),2020-06-12,"169,376,113",2.0,"485,978,356","84,039,891","1,192,023"
Cover Me Up,Morgan Wallen,Cover Me Up,2019-04-05,"457,252,350",70.0,"284,333,103","25,018,657","821,584"
Un Verano Sin Ti,Bad Bunny,Un Verano Sin Ti,2022-05-06,"360,149,048",69.0,"94,595,491","21,771,827","290,721"
Mi Morenita,Grupo Marca Registrada,Mi Morenita - Single,2024-05-24,"8,104,357",68.0,"9,180,171",Unknown,"23,137"
Get A Guitar,RIIZE,Get A Guitar,2023-09-04,"67,887,030",0.0,"106,807,094","61,647,208","170,700"
Heat,Gunna,Heat (feat. Gunna),2019-06-20,"174,090,982",55.0,"353,442,033","2,178,301","2,095,650"
Birds In The Sky,New Era,Birds In The Sky - Single,2023-12-08,"21,664,308",0.0,Unknown,Unknown,"126,086"
I Was Never There,The Weeknd,"My Dear Melancholy,",2018-03-29,"995,463,505",78.0,"283,348,553","23,839,570","3,364,449"
How You Feel (Ft. Leven Kali),ANOTR,How You Feel (Ft. Leven Kali),2024-04-19,"9,591,249",0.0,"339,265",Unknown,"80,244"
Hang Tight Honey,Lainey Wilson,Hang Tight Honey,2024-05-13,"2,378,738",0.0,"261,611",Unknown,"31,828"
Bar,TINI,Bar,2021-11-11,"231,155,441",54.0,"314,218,837","4,004","313,366"
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,2023-01-25,"17,745,591",47.0,"172,379,457","62,524,027","62,461"
Case,Diljit Dosanjh,Ghost,2023-09-29,"48,353,674",0.0,"97,635,698","357,879","69,548"
Apa Fer Milaange,Savi Kahlon,Apa Fer Milaange,2023-12-15,"29,171,226",0.0,"84,972,873",Unknown,Unknown
Socadona (feat. Mr. Vegas),LUDMILLA,Socadona (feat. Mr. Vegas),2021-11-18,"74,338,196",45.0,"85,204,123","167,650,207","203,455"
As It Was,Hundreds,As It Was - Single,2023-03-24,"479,006",30.0,"236,027,939",Unknown,Unknown
Humpty Dumpty,Nursery Rhymes,60 Nursery Rhyme Songs,2014-02-18,Unknown,1.0,"2,049,579,300",Unknown,Unknown
Sial,Mahalini,fï¿½ï¿½,2023-01-23,"324,327,622",75.0,"97,061,421","131,329,737","97,349"
Pelele,Morad,Pelele,2021-12-24,"153,262,121",64.0,"105,229,861","61,225,741","631,030"
"Ishq Jaisa Kuch (From ""Fighter"")",Vishal-Shekhar,"Ishq Jaisa Kuch (From ""Fighter"")",2023-12-22,"26,192,177",0.0,"83,675,431",Unknown,"53,388"
CAROLINA,KAROL G,MAï¿½ï¿½ANA SERï¿½ï¿,2023-02-24,"89,487,508",66.0,"64,767,621","29,472,860","186,834"
Krippy Kush,Farruko,Krippy Kush,2017-08-04,"261,207,310",56.0,"1,008,664,592","36,410,655","1,577,890"
Do It,Kanye West,VULTURES 1,2024-02-09,"58,509,914",0.0,"971,307","7,537,500","92,765"
Mtg Quero Te Encontrar,DJ LG PROD,Mtg Quero Te Encontrar,2024-02-23,"95,980,260",79.0,"16,013,821",Unknown,"24,463"
Umbrella (with 21 Savage & Young Nudy),Metro Boomin,HEROES & VILLAINS,2022-12-02,"134,971,918",64.0,"8,374,578","5,401,097",Unknown
Cuaderno,Dalex,Climaxxx,2019-05-10,"415,170,963",63.0,"618,739,499","10,874,942","882,993"
Leja Re,Dhvani Bhanushali,Leja Re,2018-11-24,"64,612,903",55.0,"1,035,234,284","1,418","136,790"
Pï¿½ï¿½i,Babasha,Pï¿½ï¿½i naa - Si,2024-06-01,"881,858",53.0,"7,429,733",Unknown,"11,206"
Paro - Speed Up,Nej,Paro (Speed Up),2021-05-20,"92,866,817",53.0,"510,081","483,475,908","1,728,511"
"Burn, Burn, Burn",Zach Bryan,"Burn, Burn, Burn",2022-09-08,"261,905,370",75.0,"23,316,855","2,406,657","345,080"
Girl,Myke Towers,Easy Money Baby,2020-01-24,"358,885,100",70.0,"386,760,006","40,681,006","921,816"
Saving Up,Dom Dolla,Saving Up,2023-10-06,"68,053,989",0.0,"1,482,245","3,086,204","337,132"
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Luv Is Rage 2,2017-08-25,"973,400,151",74.0,"320,288,878","14,078,490",Unknown
Headshot (feat. Polo G & Fivio Foreign),Lil Tjay,Headshot,2021-03-19,"331,506,695",65.0,"22,151,531","13,454,627","363,790"
"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,"Gali Gali (From ""Kgf Chapter 1"")",2018-12-13,"74,027,513",59.0,"1,014,261,335",Unknown,"168,398"
LLYLM,ROSALï¿½,LLYLM,2023-01-27,"163,400,564",60.0,"37,506,561","8,297,832","1,343,247"
Levels,Sidhu Moose Wala,Levels (feat. Sunny Malton),2022-05-25,"146,988,095",59.0,"262,992,730","4,894,124","366,308"
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz remix",Boaz van de Beatz,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz remix]",2015-06-05,"24,407,534",29.0,"1,753,379,058",Unknown,Unknown
If You're Happy and You Know It (Clap Your Hands),CoComelon,Circle Time Singalong,2022-06-10,"433,037",20.0,"386,932,138",Unknown,Unknown
La player (Bandolera),Zion & Lennox,La Player (Bandolera),2018-02-23,"603,009,543",65.0,"752,863,338","2,655,600","1,628,610"
ART,Tyla,TYLA,2024-03-01,"46,863,836",0.0,"17,633,827","164,042","221,323"
Let's Love,Sia,Let's Love,2020-09-11,"222,571,023",57.0,"68,547,283","20,613,081","5,019,153"
DASH,NMIXX,Fe3O4: BREAK,2024-01-15,"40,620,097",11.0,"59,080,794","211,047","47,823"
On My Mind,Diplo,On My Mind,2019-12-13,"287,897,439",60.0,"68,649,223","126,561,681","1,261,710"
Vampiro,Matuï¿,Vampiro,2022-03-29,"250,112,783",67.0,"207,570,990","12,026,795","124,505"
Another Late Night (feat. Lil Yachty),Drake,For All The Dogs,2023-10-06,"61,355,849",0.0,"11,131,343","1,366,663","141,072"
Fire - Official UEFA EURO 2024 Song,MEDUZA,Fire (Official UEFA EURO 2024 Song),2024-05-10,"10,114,922",74.0,Unknown,Unknown,"97,199"
Delincuente,Tokischa,Delincuente,2022-08-19,"190,095,480",68.0,"83,772,680","88,295,849","1,258,357"
Never Lose Me (feat. SZA & Cardi B),Flo Milli,"Fine Ho, Stay",2024-03-15,"30,301,728",0.0,Unknown,Unknown,"165,367"
Kernkraft 400 (A Better Day),Topic,Kernkraft 400 (A Better Day),2022-06-17,"171,920,896",65.0,"14,115,131","2,927,375","1,861,356"
SORRY NOT SORRY,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,"98,301,770",63.0,"30,136,123","2,486,105","120,860"
Bad (feat. Vassy) - Radio Edit,Showtek,The Edge (Mixed By G-Wizard & DJ Nino Brown),2014-01-01,"602,359,731",62.0,"1,099,999,155","7,842,088","8,703,879"
CYBERTRUCK,Bad Bunny,nadie sabe lo que va a pasar maï¿½ï¿,2023-10-13,"99,022,909",0.0,"14,594,444",Unknown,"240,886"
"Sher Khul Gaye (From ""Fighter"")",Vishal-Shekhar,"Sher Khul Gaye (From ""Fighter"")",2023-12-15,"22,277,518",0.0,"86,835,991",Unknown,"53,230"
Fever,Dua Lipa,Future Nostalgia,2020-03-27,"381,166,294",57.0,"168,485,708","51,527,633","2,185,831"
"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",2021-12-29,"454,467,751",67.0,"35,155,712","2,248","826,070"
Hands up!,6arelyhuman,Hands up!,2022-12-10,"144,555,119",5.0,"26,566,933","60,350,179","544,824"
Buenas,Quevedo,Buenas,2023-09-22,"108,163,942",0.0,"17,211,451","1,978,266","130,949"
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - Single,2024-02-09,"72,492,332",0.0,"19,013,959",Unknown,"193,722"
Put Your Records On,Ritt Momney,Put Your Records On,2020-04-24,"600,521,313",65.0,"50,025,071","10,517,561","2,448,945"
So Am I,Ava Max,So Am I,2019-03-07,"570,045,987",66.0,"368,297,733","26,434,189","4,651,739"
Slide,Calvin Harris,Slide,2017-02-24,"1,044,358,962",69.0,"37,191,231","31,332,915","8,401,595"
Feel Good Inc.,Gorillaz,Demon Days,2005-05-23,"1,407,382,497",78.0,"1,211,241,854","152,628,012",Unknown
Me And My Broken Heart,Rixton,Power Hits 2014,2014-01-01,"733,931,275",71.0,"535,024,991","6,037,735","6,889,166"
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,Perfect Ten,2019-06-28,"332,224,927",58.0,"33,056,892","29,352,131","722,682"
Bachpan Ka Pyaar,Badshah,Bachpan Ka Pyaar,2021-08-11,"25,893,883",46.0,"535,109,576",Unknown,"88,942"
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,Ha*Ash,HA-ASH Primera Fila - Hecho Realidad,2014-11-11,"296,711,145",67.0,"1,599,246,274","3,933,137","970,443"
Blinding Lights - Instrumental,The Weeknd,Blinding Lights,2020-09-11,"5,191,059",32.0,"685,599,294","34,207,191",Unknown
Wildest Dreams (Taylor's Version),Taylor Swift,Wildest Dreams (Taylor's Version),2021-09-17,"732,118,596",69.0,"31,242,374",Unknown,"982,971"
Here With Me,Marshmello,Here With Me,2019-03-08,"676,451,716",66.0,"211,922,060","12,206,145","3,705,612"
Ain't Your Mama,Jennifer Lopez,Ain't Your Mama,2016-04-07,"478,791,369",63.0,"964,694,090","28,874,189","4,680,196"
Rock My Body,R3HAB,Rock My Body (with INNA & Sash!),2023-04-28,"155,454,907",73.0,"49,199,015","81,509","1,341,106"
TWINNEM,Coi Leray,TWINNEM,2021-09-20,"34,116,353",42.0,"73,393,043","716,422,698","1,061,424"
Mood,Makar,Mood,2022-08-05,"86,132,200",55.0,"43,654,805","22,270,479","1,548,192"
TU$$I (with Dei V),YOVNGCHIMI,TU$$I (with Dei V),2023-10-20,"94,305,899",72.0,"48,837,884","8,394,951","203,793"
"Duki: Bzrp Music Sessions, Vol. 50",Bizarrap,"Duki: Bzrp Music Sessions, Vol. 50",2022-11-16,"158,017,957",62.0,"112,378,481","25,195,709","137,614"
Tell Me What You Want,Oden & Fatzo,Tell Me What You Want - Single,2024-06-14,Unknown,0.0,Unknown,Unknown,Unknown
KABUKI,Cuckoo Coco,KABUKI,2023-03-25,Unknown,0.0,"254,288,195",Unknown,Unknown
The Bones,Maren Morris,GIRL...The Bones,2019-02-22,"461,420,009",63.0,"97,498,335","14,368,835","2,469,386"
Good News,Mac Miller,Good News,2020-01-09,"447,761,883",64.0,"183,168,994","43,407,153","666,198"
Sin Seï¿½ï,Quevedo,Sin Seï¿½ï,2022-07-22,"281,829,019",62.0,"49,681,285",Unknown,"479,341"
Mejor Que Yo,Anuel AA,Mejor Que Yo - Single,2023-05-04,"81,623,095",59.0,"109,132,919",Unknown,"231,295"
Wiggle (feat. Snoop Dogg),Jason Derulo,Talk Dirty,2013-09-10,"458,706,557",58.0,"329,962,266","150,122,218","10,208,674"
Evoque Prata,MC MENOR HR,Evoque Prata,2022-09-09,"224,150,665",58.0,"105,711,690","15,466,674","300,617"
Last Heartbreak Song,Ayra Starr,The Year I Turned 21,2024-05-30,"6,073,281",67.0,"3,597,876",Unknown,"102,468"
MIDDLE CHILD,PnB Rock,TrapStar Turnt PopStar,2019-05-02,"143,152,814",53.0,"111,536,750","7,419,600","172,456"
Pakistan,D-Block Europe,Pakistan,2023-06-29,"43,844,757",56.0,"15,389,226",30,"101,226"
Beat the Odds,Lil Tjay,Beat the Odds,2022-08-26,"115,581,471",60.0,"46,251,839","11,669,063","359,642"
Barely Breathing,Grant Averill,Barely Breathing,2021-10-22,"1,479,227",22.0,"105,953","290,886,962","126,537"
All Around The World (La La La),R3HAB,All Around The World (La La La),2019-04-05,"654,965,766",68.0,"147,035,496","150,205,415","3,047,102"
"You're On Your Own, Kid",Taylor Swift,Midnights,2022-10-21,"587,555,589",72.0,"43,130,763","54,962,930","364,310"
ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý (My head is spinning like a screw),kostromin,ýýýýýý ýýýýýýýýýýýý ýýýýýýýýýýýý,2021-02-02,"116,542,329",8.0,"115,229,170","547,119,599","3,536,203"
Already Rich,Yeat,Already Rich,2023-05-03,"156,047,755",70.0,"13,251,602","26,190,022","252,675"
Bandana,Shubh,Bandana - Single,2024-03-29,"41,479,958",72.0,"25,606,311",Unknown,"60,404"
ýýýýýýýýýýýýýýý,Mrs. GREEN APPLE,ýýýýýýýýýýýýýýý,2024-04-11,"26,222,603",74.0,"23,049,880",Unknown,"59,611"
Bruises,Lewis Capaldi,Bruises,2017-03-31,"1,135,588,382",73.0,"375,823,933","13,112,648","2,299,610"
exile (feat. Bon Iver),Taylor Swift,folklore,2020-07-24,"757,789,027",72.0,"144,150,389","72,512,284","1,831,311"
THE GIRLS - BLACKPINK THE GAME OST,BLACKPINK,THE GIRLS (BLACKPINK THE GAME OST),2023-08-25,"116,539,504",62.0,"92,628,391","204,176","220,900"
Raja Ji,Pawan Singh,Raja Ji,2023-06-30,"27,244,358",61.0,"175,350,809",Unknown,"12,266"
ýý ýýýýýýýýýý,A.V.G,ýý ýýýýýýýýýý - Single,2023-07-17,"10,694,922",50.0,"120,681,039","762,205","1,593,368"
Love Sosa,Chief Keef,Finally Rich (Deluxe),2012-01-01,"757,522,352",74.0,"101,146,931","59,591,708","1,130,370"
HIND'S HALL,Macklemore,HIND'S HALL,2024-05-10,"22,463,244",73.0,"2,237,688","111,800","86,524"
Skibidi,Little Big,"Antipositive, Pt. 2",2018-10-05,"46,872,738",49.0,"876,122,384","35,154,078","1,055,258"
I'm Geekin,DDG,I'm Geekin,2023-04-21,"76,004,507",60.0,"9,862,592","182,882,813","132,370"
Hey Lil Mamï¿,Eladio Carrion,Sol Marï¿½,2024-01-19,"77,975,794",71.0,"27,130,599",Unknown,"262,176"
Eres Mï¿½,Romeo Santos,"Fï¿½ï¿½rmula, Vol. 2 (Deluxe Edit",2014-02-25,"562,983,225",73.0,"1,452,593,496","33,076,170","3,343,573"
Sunrise,Morgan Wallen,One Thing At A Time,2023-03-03,"104,516,305",67.0,"44,535,669","2,219,054","153,036"
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,ME!,2019-04-26,"859,985,881",0.0,"441,233,054",Unknown,"2,764,962"
Para de Mentir,Oruam,Para de Mentir,2023-11-16,"44,091,443",0.0,"81,099,679","226,237",Unknown
